,ngo_name,full_address,city,state,contact_1,contact_2,website,mail
0,Biblical Baptist Institutions Incorporated,"No. 72 Wellington Street, Richmond Town Bangalore-560025",bangalore,KARNATAKA,Not Available,9448080395,Not Available,bbbcblr(at)gmail[dot]com
0,BIDAR ORGANIGATION FOR MEDICINAL AND AROMATIC PLANT PROMOTION,"8-10-114, GAITOND COMPLEX, BEHIND OLD BUS STAND, STATION ROAD, BIDAR",bidar,KARNATAKA,Not Available,9902045796,Not Available,biomapindia(at)gmail[dot]com
0,Bijapur Integrated Rural Development Society,"Bijapur Integrated Rural Development Society, (R) BIRDS, ""Atmasakshi"" Nagalinga Nagara, NH50, Hungund - 587118.",Hungund,KARNATAKA,08351-260260,9448117058,https://www.birds.org.in,birdshungund1990(at)rediffmail[dot]com
0,Bijapur Jesuit Educational and Charitable Society,Loyola Mandir 96 Lavelle Road 3rd Cross,Bangalore,KARNATAKA,Not Available,8904764585,Not Available,bjecsbjp(at)gmail[dot]com
0,Bilal Educational and Social-Welfare Trust (BEST),"177, IDGAH MOHALLA, MODI ROAD, DJ HALLI",BENGALURU,KARNATAKA,Not Available,8884511116,http://www.best-india.org,bestindia[dot]org(at)gmail.com
0,BILLIARDS AND SNOOKER FEDERATION OF INDIA,5/1 JASMA BHAVAN ROAD VASANTH NAGAR BANGALORE 560052,BANGALORE,KARNATAKA,080-41235346,9886409230,http://bsfi.net,bsfi(at)vsnl[dot]net
0,BILLY GRAHAM EVANGELISTIC ASSOCIATION,"HITANANDAII, 1ST FLOOR, NO. 48,",LAVELLE ROAD,KARNATAKA,Not Available,9986207958,Not Available,bgeaindiablore(at)gmail[dot]com
0,BIOME ENVIRONMENTAL TRUST,"c/o S Vishwanath Biome Environmental Trust 264 6 Main 6 Block BEL Layout Vidyaranyapura, Bengaluru, Karnataka 560097",Bangalore,KARNATAKA,Not Available,9845184281,http://www.biometrust.org,shubha(at)biome-solutions[dot]com
0,BIRDS,"BALLEKATTE, HULIYAR,CHIKKANAYAKANA HALLI TALUQ",HULIYAR,KARNATAKA,Not Available,9110463477,Not Available,birdshlr(at)gmail[dot]com
0,BIRDS SOCIETY OF HEALTH EDUCATION ACTION FOR LIBERATION,"KELLUR, JEWARGI TALUK, GULBARGA DIST585303",GULBARGA,KARNATAKA,Not Available,9880686206,Not Available,birdsheal(at)gmail[dot]com
0,BIRDS-T,KRISHANA SAMUDAYA BHAVAN GENIKEHAL ROAD KURUGODU POST BELLARY Tq,Bellary,KARNATAKA,Not Available,9900904704,Not Available,birdst07(at)gmail[dot]com
0,Birur Educational Foundation for Children,"No 7, 20th Main, III Cross, Rajaji Nagar, Bangalore, Karnataka 560010",Bangalore,KARNATAKA,Not Available,9845542781,Not Available,bcs[dot]kumar39(at)gmail.com
0,Biswa Gouri Charitable Trust,"Bubbles Centre For Autism(A unit of Biswa Gouri Charitable Trust) No.102, Bidarahalli Hobli, Billishivalle Village, Off Hennur Road, Kothanur Post",Bangalore,KARNATAKA,080-28465336,9845557115,http://www.bubblesblr.org,admin(at)bubblesblr[dot]org
0,Black Lotus Peace Foundation,"CV RAMAN NAGAR, BDA",BANGALORE,KARNATAKA,Not Available,7807071385,Not Available,rjmittal123(at)gmail[dot]com
0,BLDE UNIVERSITY,"SMT. BANGARAMMA SAJJAN CAMPUS, B M PATIL ROAD, VIJAYAPURA-586103",VIJAYAPURA,KARNATAKA,Not Available,9900618308,Not Available,finance[dot]bldeu(at)bldea.org
0,BLESS SOCIETY OF RURAL AND URBAN DEVELOPEMENT,BLESS SOCIETY OF RURAL AND URBAN DEVELOPMENT MOKERA POST MANUKNAGAR TQ HUMNABAD,HUMNABAD,KARNATAKA,Not Available,9663748736,Not Available,panditputtarajgavaimlk(at)gmail[dot]com
0,BLESSING HOME,NO 55 1ST CROSS BDS GARDEN BEHIND ST MICHAELS SCHOOL GEDDALAHALLI,BANGALORE,KARNATAKA,Not Available,9886490430,http:/theblessinghome.com,anandpvsm(at)gmail[dot]com
0,BLIND AND HANDICAPPED CHILDRENS WELFARE ASSOCIATION AFZALPUR,VKG BLIND AND HANDICAPPED CHILDRENS WELFARE ASSOCIATION AFZALPUR,AFZALPUR,KARNATAKA,Not Available,9980629865,Not Available,laxmikantpatil348(at)gmail[dot]com
0,BLOSSOM LIFE TRUST RAICHUR,BLOSSOM LIFE TRUST RAICHUR YANKOBA GALAGIN HOUSE NEAR HPS SCHOOL AT: BUDDINNI TQ: SINDHANOORDIST : RAICHURPOST: DIDDIGI -584138CELL; 9741971760,RAICHUR,KARNATAKA,Not Available,9741971760,Not Available,sumanthcommaski(at)gmail[dot]com
0,BLR CALLING FOUNDATION,"No. 4041-62, HAL 2nd stage, Bangalore 560008",Bangalore,KARNATAKA,Not Available,8105690988,Not Available,kishorebt11(at)gmail[dot]com
0,BMS HOSPITAL TRUST,"618, Opposite BMS Engineering College, Bull Temple Road, Bengaluru 560004",BENGALURU,KARNATAKA,Not Available,9844193004,http://bmshospital.com/,TRUSTOFFICE(at)BMSHOSPITAL[dot]COM
0,BMST STEM CELL DONOR REGISTRY FOUNDATION INDIA,"New Thippasandra Main Road, HAL 3rd Stage",Bangalore,KARNATAKA,Not Available,9971877998,Not Available,compliance(at)dkms-bmst[dot]org
0,BMV Education Trust,"Bhaktharahalli, Sidlaghatta Taluk, Chikkaballapur",Bengaluru,KARNATAKA,Not Available,9448313553,Not Available,bmvet[dot]edn(at)gmail.com
0,Board of Theological Education of the Senate of Serampore College,3rd Floor 73 Millers Road Benson Town Post Office Bangalore,Bangalaore,KARNATAKA,Not Available,9247468261,http://www.btessc.org,secretary(at)btessc[dot]org
0,BOBBY GLOBAL TRUST FOR RURAL RECONSTRUCTION,NO 21 7TH CROSS KEMPAIAH BLOCK JC NAGAR BANGALORE 560056,BANGALORE,KARNATAKA,Not Available,9108385924,Not Available,rao[dot]rajagopala(at)gmail.com
0,Bodhi Niketan Trust,Bodhi Niketan Trust CMI Ashram K. Narayanapura KothanurPO Bangalore 560077,Bangalore,KARNATAKA,Not Available,9488225999,https://kristujayanti.edu.in,principal(at)kristujayanti[dot]com
0,BOMGONDESHWAR EDUCATIONAL AND CHARITABLE TRUST R ST MANAGEMENT,H.No 290/3MarkhalPost MarkhalTaluk- DistBidar - 585402,BIDAR,KARNATAKA,Not Available,8792229552,Not Available,yarnallyb(at)gmail[dot]com
0,BORN FOUNDATION,"No. 6/2Langford Road 4th Cross, ShanthinagarBangaloreKarnatakaBangalore560027",bangalore,KARNATAKA,Not Available,9986495292,Not Available,sujatha_bhandari(at)yahoo[dot]com
0,BORROMEO SOCIETY,BORROMEO SOCIETY ST. CHARLES CONVENT ST. THOMAS TOWN P.O. LINGARAJAPURAM BANGALORE560084 KARNATAKA,BANGALORE,KARNATAKA,Not Available,9632296466,Not Available,stcharlesrichardstown(at)gmail[dot]com
0,BOSCO,"BOSCO Yuvakendra, D12 (old No 23), 1st Cross, Magadi Road, Bangalore - 560023",Banglore,KARNATAKA,080-22253392,9036655805,http://www.boscoban.org,boscoadmin(at)dbbangalore[dot]org
0,BRAHMACHAITANYA SHRI KARAVEERESHWAR ANATHASHRAM CHAMAKERI,SHRI GURU CHAKRAVARTHI SADASHIV V V SOUNSTE KATAKANAHALLI SHAKE CHAMAKERI,CHAMAKERI,KARNATAKA,Not Available,9731073454,Not Available,pundalikyadav999(at)gmail[dot]com
0,BRAHMASRI DYAVARAPPARYA ACHALA BHAJANA KALA TRUST,"M Gollarahatti, Lakshmipura Post, Medigeshi Hobli, Madhugiri Taluk, Tumkur District572133",Madhugiri,KARNATAKA,Not Available,9449935604,Not Available,bramhashreetrust(at)gmail[dot]com
0,BRAHMATANTRA SWATANTRA PARAKALA SWAMY SEVA TRUST,"8, Parakala Matham, Dhanwantari Road, Gandhinagar, Bangalore -560009",Bengaluru,KARNATAKA,Not Available,9886077780,http://www.parakalamatham.org/BSPSMS,bspsmstrust(at)gmail[dot]com
0,Brahmi Educational and Cultural Trust,"Brahmi, Desapandaguttahalli, Tattanoor Village, Kalkunte Post, Via-Kadugodi, Bangalore - 560067",Bangalore,KARNATAKA,080-25216959,9945013193,http://www.brahmi.org,info(at)brahmi[dot]org
0,BRAIN STAR GRAMEENABHIVRUDDI SAMSTE,"NO 89, SRI VEERABHADRESHWARA NILYACHANNAPPA LAY OUT Ist CROSS SHIMOGA",SHIMOGA,KARNATAKA,Not Available,9980188942,Not Available,ganesh_shringeri(at)yahoo[dot]com
0,BRDS Belgaum Rural Development Society,BRDS Training Center L B Shastri Road Laxmi Nagar Kakati Belagavi,Belagavi,KARNATAKA,Not Available,9902011935,Not Available,brdsukkad(at)yahoo[dot]in
0,BREAD OF LIFE TRUST,"Charles Compound, Koty Padav, Konaje Post, Managlore -574199. Karnataka. India.",Managlore,KARNATAKA,Not Available,7666228322,Not Available,breadoflifetrust(at)gmail[dot]com
0,Brickwork Foundation,"3rd Floor, Raj Alka Park, Kalena Agrahara, Bannerghatta Road, Bangalore",Bangalore,KARNATAKA,Not Available,9663397978,http:www.brickworkfoundation.org,sharada[dot]shivram(at)brickworkindia.com
0,Bridgettine Welfare Centre,"CASA BIRGITTA, 10 BRUNTON ROAD, BANGALORE",Bangalore,KARNATAKA,Not Available,9916058433,Not Available,sisterdenny(at)gmail[dot]com
0,bright educational society,"292, prashanth nagara chickbellapur town chickbellapur taluk chickbellapur district",banglore,KARNATAKA,Not Available,7899693408,Not Available,vincentcaleb859(at)gmail[dot]com
0,Bright International Educational Trust,"No 35, SUPRIMA, 1ST FLOOR, CBI MAIN ROAD, GANGANAGAR, R T NAGAR POST",BANGALORE,KARNATAKA,Not Available,9972199700,http://www.brightintleducation.com,skulhan(at)gmail[dot]com
0,BRIGHT RURAL EDUCATION DEVELOPMENT SOCIETY,BRIGHT RURAL EDUCATION DEVELOPMENT SOCIETY ( R ) KUNCHARAM VILLAGE AND POST 585305 CHUNCHOLLI TALUK GULBARGA DISTRICT KARNATAKA,KUNCHARAM,KARNATAKA,08472-238467,9590338100,Not Available,breds1860(at)gmail[dot]com
0,BRILLIANTS EDUCATION SOCIETY,GOWDARA GANGADHARAPPA EXTN HOLALKERE,HOLALKERE,KARNATAKA,Not Available,9886568357,Not Available,eliyaskhanhlk(at)gmail[dot]com
0,Brundavan Foundation,"5C-27, 5th Cross, 5th Main Srinidhi Layout, Konanukunte",Bangalore,KARNATAKA,Not Available,9620433625,Not Available,satishganapriya(at)gmail[dot]com
0,BTM Cultural Academy,"No 538, 11th Cross, 2nd Main MICO layout BTM 2nd Stage",BENGALURU,KARNATAKA,080-65676693,9242461492,http://www.btmculture.org,btmca(at)rediffmail[dot]com
0,BUDDHISAM CULTURE AND ART DEVELOPMENT SOCIETY,BUDDHISAM CULTURE AND ART DEVELOPMENT SOCIETY VAPASANDRA CHIKKABALLAPURA 562101 CHIKKABALLAPUR DIST KARNATAKA,CHIKKABALLAPUR,KARNATAKA,08150-282896,9740462608,Not Available,bcads[dot]bgp(at)gmail.com
0,Buzz India Trust,"Avalahalli, Anjanapura Post, JP Nagar 9th phase",Bangalore,KARNATAKA,Not Available,9448949800,http://buzzindia.co/,uthara(at)buzzindia[dot]co
0,BVG Educational Trust,"No. 3,1/6, 1st Cross, M C Road, Vijayanagar, Bangalore560079",Bangalore,KARNATAKA,Not Available,9980097300,http://www.iiftbangalore.com,bvg(at)iiftbangalore[dot]com
0,BYADGI TALUKA FEDARETION CHETANA MAHI LA MANDALA,ATPOSTKADARAMANDALAGITQ BYADGIDIST HAVERIPON-581106,BYADGI,KARNATAKA,Not Available,8861112715,Not Available,kadaramandalagi143(at)gmail[dot]com
0,BYRAVESHWARA KHADI GRAMODYOG SANGHA,"ALAMGIRI VILLAGE, KALLAHALLI POST, CHINTAMANI TALUK, CHIKKABALLAPURA DIST.",CHINTAMANI,KARNATAKA,Not Available,8073969639,http://ngodarpan.gov.in,byravesh99(at)gmail[dot]com
0,C M R JNANADHARA TRUST,"C M R JNANADHARA TRUST No.2, 3rd ‘C’ Cross, 6th ‘A’ Main 2nd Block, HRBR Layout Bangalore 560043, India.",BANGALORE,KARNATAKA,Not Available,9743422122,http://www.cmr.ac.in/,president(at)cmr[dot]ac.in
0,C V Raman Educational Association,"1675/c3, college road, Nituvalli",DAVANAGERE,KARNATAKA,Not Available,9742457556,http://www.drcvramancollege.edu.in/,nuchinp(at)gmail[dot]com
0,C.M.Charitable Trust,"No.13, Gokulam Road,Mysore",Mysore,KARNATAKA,Not Available,9845110962,Not Available,maheshkumar_mysore(at)yahoo[dot]co.in
0,C.N.Rajan Memorial Charitable Trust,"No.199, West Park Road Between 15th Cross",Bangalore,KARNATAKA,Not Available,9880847144,Not Available,cnrajanmemorialtrust(at)gmail[dot]com
0,CAD MS TRUST,"No.38, 16th cross(old 7th cross) Saraswathi nagar, Vijaynagar",Banagalore,KARNATAKA,080-23186186,9880250025,http://www.cadms.org,cadms2009(at)gmail[dot]com
0,CALVARY CHAPEL TRUST,"9th Main, 4th Cross,Church Street Banashankari III Stage Bangalore-560 085",BANGALORE,KARNATAKA,Not Available,9482500232,Not Available,calvarybgl(at)gmail[dot]com
0,campus education and charitable trust (R) iruvail moodbidri 574144,"campus education and charitable trust(R) iruvail, moodbidri574144, Karnataka state.",moodbidri,KARNATAKA,Not Available,9841550361,Not Available,chanchaladayakar(at)gmail[dot]com
0,CANARA BANK DESHPANDE RURAL SELF EMPLOYMENT TRAINING INSTITUTE (REGD.),"UDYOG VIDYA NAGAR, DANDELI ROAD",HALIYAL,KARNATAKA,Not Available,9449390313,http://www.rsetihaliyal.org/,drudseti(at)gmail[dot]com
0,Canara Bank Relief and Welfare Society,"27TH CROSS, BSK II STAGE, SEVAKSHETRA COMPLEX,BANGALORE560070",BANGALORE,KARNATAKA,Not Available,9900329404,Not Available,cbrws_skh(at)yahoo[dot]co.in
0,CANARA HIGH SCHOOL ASSOCIATION,"Canara High School, Dongerkery, Mangalore, Karnataka",Mangalore,KARNATAKA,Not Available,9845535121,Not Available,info(at)canara[dot]ac.in
0,CANARA ORGANISATION FOR DEVELOPMENT AND PEACE(REGD),PADAVU BRANCH KADRI HILLS BEJAI POST MANGALURU,MANGALURU,KARNATAKA,Not Available,9449106956,Not Available,codpindia(at)gmail[dot]com
0,Canasu Dream Foundation,"Door no. 3, Ground floor,12th cross, Kanaka Nagar, R.T Nagar Post, Bangalore-560032",Bangalore,KARNATAKA,Not Available,8105070148,http://www.canasu.org/,canasudreamfoundation(at)gmail[dot]com
0,CANVAL CULTURAL CHARITABLE TRUST,CHIGATENAHALLI VILLAGE NANDI HOBLI CHICKBALLAPUR TALUK AND DISTRICT KARNATAKA STATE,CHICKBALLAPUR,KARNATAKA,Not Available,9110402221,Not Available,ccctrust2017(at)gmail[dot]com
0,CAPUCHIN FRIARS SERVICE SOCEITY,"saccidananda, Dr Rajkumar Road, Rajajinagar I Block, Opp Vivekananda College Underpass",bangalore,KARNATAKA,Not Available,9880282103,Not Available,robincaps(at)gmail[dot]com
0,Capuchin Krishik Seva Kendra,"Capuchin Krishik Seva Kendra (R) Dayalbagh Ashram, P B No 01 Ujire 574240, Dakshina Kannada Dist",Belthangady,KARNATAKA,08256-236850,8105866752,Not Available,ashakirancaps(at)gmail[dot]com
0,CARE HOME,"CARE Home, Bangalore C/o Claret Nilayam 786/A, 5th Cross, 7th Main, Mahalakshmi Layout, Bangalore – 560086; KARNATAKA",BANGALORE,KARNATAKA,Not Available,9447776756,Not Available,tppaulassociates(at)gmail[dot]com
0,CARE INDIA CHILD FOUNDATION,"Care India Child Foundation No 1365, 2nd Floor, LHR Mansion, Sarakki Gate, JP Nagar 1st Phase, Bengaluru560078 Email id : careifoundation@gmail.com I Phone080 43716080",BENGALURU,KARNATAKA,Not Available,9743422111,http://www.careindiachildfoundation.org/,careifoundation(at)gmail[dot]com
0,CARE SHELTER PUBLIC CHARITABLE TRUST (CSPCT),"No.39,19th main,38th Cross,HBR layout, 5th Block(parkruthi layout),Hennur, Bangalore-560043",BANGALORE,KARNATAKA,Not Available,9731912103,Not Available,careshelterpct(at)gmail[dot]com
0,CARE TRUST,Bangarapet Kolar Roadindrashriya layout Bangarapet Kolar district Karnataka,BANGARAPET,KARNATAKA,Not Available,9845978068,Not Available,carestephentrust(at)gmail[dot]com
0,CARE TRUST,no.893/m10th cross chandra layout,Bangalore,KARNATAKA,Not Available,9080492507,Not Available,careblore(at)gmail[dot]com
0,CAREER HINT GRAMEEN ABHIVRUDHI AND SHIKSHAN SAMSTHE ILKAL,"Shatakshi building, Hosmani plots, joshi galli",Ilkal,KARNATAKA,Not Available,9916382525,Not Available,Shwetahos(at)gmail[dot]com
0,CAREER TRUST,"NO.37/4/5, 3RD FLOOR, OLD NAGARABHAVI MAIN ROAD,GOVINDARAJANAGAR VIJAYANAGAR",BANGALORE,KARNATAKA,Not Available,7829567377,Not Available,CAREERCHARITABLETRUST(at)GMAIL[dot]COM
0,CARERS WORLDWIDE INDIA,"No.47 , 8th main New Gurappanapalya Bannerghatta Road Bangalore 560029",Bangalore,KARNATAKA,Not Available,9980509520,Not Available,firdaus[dot]easa(at)carersworldwide.org
0,Careworks Foundation,"Quess House, No 3/3/2, Sarjapur road, Bellandur, Bangalore",Bangalore,KARNATAKA,Not Available,7411328400,http://www.cwfglobal.org/,kishan[dot]r(at)quesscorp.com
0,CARING HANDS,10th Cross Kalyananagar,Dharwad,KARNATAKA,Not Available,9845251734,Not Available,chdharwad(at)yahoo[dot]com
0,CARMEL JYOTHI CHARITABLE TRUST,Carmel Bhavan 9th Ward Sogi Road Huvinahadagali Town Huvinahadagali Taluk,Huvinahadagali,KARNATAKA,Not Available,8747856586,Not Available,carmeljyothingoj(at)gmail[dot]com
0,CARMEL JYOTHI TRUST,"Carmel Jyothi Trust Gottigere P.O,Bannerghatta RoadBangalore 560083",Gottigere,KARNATAKA,Not Available,9447109549,Not Available,carmeljyothitrust(at)gmail[dot]com
0,CARMEL SEVA SANGHA,"CHRIST SCHOOL, MARIAPURA, KANAKAPURA MAIN ROAD, KAGGALIPURA, BANGALORE, KARNATAKA-560082",BANGALORE,KARNATAKA,Not Available,9745125141,Not Available,gayathrisuresh(at)mabacas[dot]net
0,Carmel Seva Trust,Provincial House St. Anns Convent Mangaluru,Mangaluru,KARNATAKA,Not Available,8277405854,Not Available,KARNATAKAPROVINCE(at)YAHOO[dot]COM
0,CARMELARAM THEOLOGY COLLEGE,CARMELARAM,BANGALORE,KARNATAKA,Not Available,9061484291,Not Available,jniravathocd(at)gmail[dot]com
0,CARMELITE CONVENT,Ali Askar Road near police commissioner office shivaji nagar vasanthanagar post,Bangalore,KARNATAKA,Not Available,8884107839,Not Available,blrccc(at)gmail[dot]com
0,Carrybag Foundation,"CARRYBAG FOUNDATION NO.40, OLD NO. 63, 80 FT ROAD KADIRENAHALLI CROSS BANGALORE, BANGALORE KARNATAKA560065",Bangalore,KARNATAKA,Not Available,9538860043,Not Available,carrybagfoundation(at)gmail[dot]com
0,CATHEDRAL PARISH SOCIETY,CATHEDRAL PARISH SOCIETY ST JOSEPHSCATHEDRALLAKSHKAR MOHALLA MYSORE-570001,MYSORE,KARNATAKA,Not Available,8553609458,Not Available,dootha[dot]mysore(at)gmail.com
0,CATHOLIC BOARD OF EDUCATION,"SHANTHI KIRAN, BAJJODI, KULSHEKAR POST, MANGALORE 575005",MANGALORE,KARNATAKA,Not Available,9449854570,Not Available,cbemangalore(at)gmail[dot]com
0,CATHOLIC DIOCESAN SOCEITY BIDAR,Sacred Heart Church Opp Central Bus Station P.B. no. 40 Vijayanagar Colony Bidar585401,Bidar,KARNATAKA,Not Available,9480200497,http://www.catholicdiocesansocietybidar.org,cdsbidar(at)gmail[dot]com
0,CATHOLIC DIOCESE OF KARWAR,"PUNEETH SADAN SHIRWAD, KARWAR",KARWAR,KARNATAKA,Not Available,9972688736,Not Available,procure[dot]cdk(at)gmail.com
0,Catholic Health Association Of Karnataka (CHAKA),no 27 2nd Main 4th Cross Madival New Extension,Bangalore,KARNATAKA,Not Available,9740367960,Not Available,chakacatholi(at)gmail[dot]com
0,Cauvery Sannidhi for Indian Culture,"Cauvery Kanya Gurukulam No.69, Bommuru Agrahara Village , Near Paschima Vahini circle Belagola Hobli, Srirangapatna Taluk Mandya District, Karnataka PIN- 571606",Mandya,KARNATAKA,Not Available,9448282113,http://www.cauverygurukulam.com,kalankes1961(at)yahoo[dot]com
0,CAUVERY SOCIAL SERVICES TRUST,"1475, 2 and 3 Floor, Mission Hospital Road, Mandi Mohalla, Mysore",Mysore,KARNATAKA,Not Available,8050307000,Not Available,jeevadharabloodbank(at)gmail[dot]com
0,CBCI Society for Medical Education,"CBCI Society for Medical Education St. Johns National Academy of Health Sciences Sarjapur Road, Bangalore-560 034",Bangalore,KARNATAKA,080-26274011,9886339008,http://www.stjohns.in,grants_ao(at)sjri[dot]res.in
0,CBM INDIA TRUST,"140, 3RD FLOOR, COMMERCE CUBE, 5TH MAIN PUTTANNACHETTY ROAD, CHAMARAJPET",Bangalore,KARNATAKA,Not Available,9663301132,Not Available,john[dot]peter(at)cbm.org
0,CBR NETWORK,"No. 134, I Block, 6th Main, BSK III Stage, Bangalore560085",Bangalore,KARNATAKA,Not Available,9900484094,http://www.google.com/url?q=http:/-network.org,ideasianetwork2013(at)gmail[dot]com
0,CCA SRI 108 SHANTISAGAR METRIC PURVA BALAKAR VIDYARTI NILAY,AT POST : PATAGUNDI TQ: GOKAK DT: BELAGAVI,GOKAK,KARNATAKA,Not Available,9740509886,Not Available,mpkbelavi(at)gmail[dot]com
0,CELECT Foundation(R),Bangaramakki Gerusoppa Honavara,Honavara,KARNATAKA,Not Available,9449499955,http://www.celectfoundation.org,marutiguruji(at)gmail[dot]com
0,CELESTIAL CHARITABLE TRUST,"D. NO 2/1, 2nd Cross, 6th Block, Rajajinagar, Bangalore",BANGLORE,KARNATAKA,Not Available,9916298456,Not Available,sandeep[dot]jaypal(at)gmail.com
0,CENTER FOR CULTURAL And ENVIRONMENT DEVELOPMENT,C KUDAL SANGAM NILAYAOPP ARER GALLI SHUKRAWAR PETH DHARWAD-01,DHARWAD,KARNATAKA,Not Available,9845849813,Not Available,centerforculturalen(at)gmail[dot]com
0,CENTER FOR EDUCATION ENVIRONMENT AND COMMUNITY,"97/2, BANUGONDI VILLAGE, KONANUR POST, ARKALGUD TALUK, HASSAN DISTRICT - 573130",Hassan,KARNATAKA,0934-1390529,9341390529,http://CEECO.CO.IN,INFO[dot]CEECO(at)GMAIL.COM
0,CENTER FOR HEALTH AND DEVELOPMENT R,"CHD Group, 1st Floor, FERNANDES ENCLAVE MELINA MOGERU FALNIR",MANGALURU,KARNATAKA,Not Available,9743576808,http://www.chdefforts.org,indiaoffice[dot]chd(at)gmail.com
0,Center for Inclusive Social Develolment,"No. 106, Lumbini, Siddaramegouda Layout, Belagumba, Tumkur 572 106",Tumkur,KARNATAKA,Not Available,9449859129,Not Available,cisdtumkur(at)gmail[dot]com
0,Center for Study of Science Technology and Policy,"Center for Study of Science Technology and Policy No.18, 10 cr Mayura Street, Papanna Layout, Nagashettyhalli, Bangalore-94",Bangalore,KARNATAKA,080-66902500,9535478568,http://cstep.in,bell(at)cstep[dot]in
0,Center for Traditional Education,"LIG 160, II Stage, KHB Colony, Kuvempunagar, Mysore - 570023",Mysore,KARNATAKA,mysql_prep(0821-2560898),9008583733,http://www.cteindia.org,harshawari(at)gmail[dot]com
0,centralshanthinikethan,"Door no,848,Prashanth Nagar,Chickballapur Dist, Karnataka.",Bangalore,KARNATAKA,Not Available,9342929449,http://centralshanthinikethan.org/,centralshanthinikethan(at)gmail[dot]com
0,Centre for Budget and Policy Studies,"NO.4, MAITRI BHAVAN, M.N.KRISHNA RAO ROAD BASAVANAGUDI BANGALORE-560004",BANGALORE,KARNATAKA,Not Available,9535026429,http:\\www.cbps.in,cbpsmail(at)gmail[dot]com
0,CENTRE FOR CELLULAR AND MOLECULAR PLATFORMS,"GKVK POST, NCBS CAMPUS, BELLARY ROAD BANGALORE-560065",BANGALORE,KARNATAKA,Not Available,8147092017,Not Available,vijayalakshmim(at)ccamp[dot]res.in
0,Centre For Development and Empowerment of Women Society (CDEW SOCIETY),"Sacred Heart Convent , Old Madras Road, Virgonagar",Bangalore,KARNATAKA,Not Available,7259730311,Not Available,cdewfma(at)gmail[dot]com
0,CENTRE FOR DEVELOPMENT STUDIES AND EDUCATION,"MANGALANAGARA, KUDUPU POST MANGALORE575028",MANGALORE,KARNATAKA,Not Available,9901365360,Not Available,cedse(at)rediffmail[dot]com
0,CENTRE FOR DISEASE ANALYSIS And ANALYTICS,"207, 4th H Cross, Kasturi Nagar, East of NGEF",Bangalore,KARNATAKA,Not Available,9344101768,Not Available,get[dot]karthiks(at)gmail.com
0,Centre for Educational and Social Studies,"6/6, Prajnanam, 10th block, 2nd stage, Nagarabhavi, Bengaluru",Bengaluru,KARNATAKA,Not Available,9900246239,https://cessedu.org/,mail(at)cessedu[dot]org
0,Centre for Global Leadership Development,Hennur Bagalur Road Kothanur P.O Bangalore-560077,Bangalore,KARNATAKA,Not Available,8095085555,http://www.cgld.org,president(at)cgld[dot]org
0,Centre for Human Genetics,"Centre for Human Genetics Biotech Park, Electronics City Phase 1 Bangalore 560100",Bangalore,KARNATAKA,080-28521833,9448274101,http://www.chg.res.in,office(at)chg[dot]res.in
0,Centre for Incubation Innovation Research and Consultancy,"Centre for Incubation Innovation Research and Consultancy, Jyothy Institute of Technology, Tataguni, Off Kanakapura Road, Bangalore-560082",Bangalore,KARNATAKA,080-28435052,91944879766,http://ciirc.jyothyit.ac.in,gk(at)ciirc[dot]jyothyit.ac.in
